bigram,frequency
salah target,1
pinter marketing,1
marketing nya,1
gama sudah,1
sudah jelasin,1
jelasin pola,1
polisi gaperlu,1
gaperlu jelas,1
jelas yang,1
yang atas,1
atas sadar,1
sadar gatau,1
malu rekayasa,1
rekayasa sudah,1
sudah pola,1
pikir rekrut,1
rekrut dar,1
dar muda,1
bikin gajauh,1
gajauh beda,1
beda orang,1
yang ngedidik,1
ngedidik senior,1
senior nya,1
laku wadidaw,1
bjorka tarik,1
tarik isu,1
tutup isu,1
isu reformasi,1
polri polri,1
polri naik,1
naik isu,1
tarik banget,1
banget bahas,1
bahas andai,1
andai teman,1
teman hacker,1
hacker satu,1
satu lik,1
lik ketidakadilan,1
ketidakadilan koruptor,1
koruptor negeri,1
negeri hehe,1
tangkap taruh,1
taruh muka,1
muka pol,1
lawak nangkep,1
nangkep pupupapa,1
pupupapa saja,1
buron bjorka,1
ketangkep bjirlaah,1
tau medsos,1
medsos smua,1
tidak tan,1
tan rataa,1
rataa masyarakat,1
masyarakat batin,1
batin sungguh,1
sungguh geli,1
geli yaa,1
yaa rataa,1
rataa lagi,1
negara kerja,1
kerja amanah,1
amanah bener,1
bener milik,1
milik atur,1
atur norma,1
norma struktur,1
struktur sosial,1
sosial hacker,1
indonesia musuh,1
perintah teman,1
teman cyber,1
cyber bantu,1
bantu perlu,1
perlu perintah,1
perintah halhal,1
halhal guna,1
guna warga,1
teguh jirr,1
gitu yak,1
yak haha,1
pen komen,1
komen kek,1
kek gni,1
sempet pikir,1
pikir kesitu,1
kesitu tidak,1
tidak kali,1
film jir,1
idup banyak,1
banyak plot,1
twist mah,1
mah gin,1
tapi saya,1
saya kenal,1
kenal komunitas,1
wawancara plot,1
yap bjorka,1
isu pelihara,1
pelihara alih,1
isu yang,1
yang booming,1
booming bukti,1
bukti data,1
data post,1
post bjorka,1
bjorka data,1
data usang,1
iya bree,1
bree hacker,1
hacker cuman,1
bukti week,1
tau beliau,1
beliau diem,1
saja jangan,1
jangan ceplos,1
ceplos internet,1
internet luas,1
luas wawas,1
wawas bnyk,1
gitu jir,1
kalau kenal,1
kenal iya,1
uwaisalqarniworld iya,1
inti tidak,1
orang blg,1
blg kelompok,1
kelompok kya,1
kya main,1
main dota,1
dota saja,1
saja smua,1
orang pake,1
pake polisi,1
polisi lagi,1
lagi ngelawak,1
ngelawak nangkep,1
hacker cmn,1
cmn orang,1
satu kalii,1
cees doi,1
musafiradventure iya,1
iya ngk,1
tau blum,1
blum yang,1
yang buktiin,1
wkwkwkwkwk saya,1
saya ngakakk,1
besok tangkap,1
yang pikir,1
hidup kamu,1
kamu plot,1
twist bang,1
ded podcast,1
podcast ini,1
orang lidi,1
lidi kaya,1
kaya beliau,1
beliau jago,1
baca karakter,1
karakter orang,1
orang jago,1
baca fikiran,1
orang haha,1
haha menit,1
menit psikologi,1
psikologi sbnernya,1
pikir bgitu,1
yang abis,1
abis podcastnya,1
podcastnya ded,1
ded selang,1
selang minggu,1
minggu ciduk,1
awas dedy,1
dedy cepu,1
nangkep nangkep,1
gaamu ajak,1
ajak perintah,1
perintah tau,1
tau trjadi,1
trjadi bebas,1
sungguh memang,1
ngarangnya banget,1
banget memang,1
memang nyetor,1
nyetor puluh,1
juta ngapain,1
ngapain tidak,1
tidak cabut,1
cabut saja,1
saja hidup,1
hidup nyantai,1
halu kamu,1
yang kerjasama,1
kerjasama polis,1
polis wkwkw,1
wkwkw sudah,1
gitu ngehacker,1
ngehacker setor,1
juta duit,1
rekening dongo,1
banget hacker,1
hacker ketangkep,1
ketangkep hacker,1
hacker nama,1
nama kalau,1
ketangkep kerjasama,1
kerjasama suruh,1
suruh nebus,1
nebus haha,1
haha sumpah,1
heyradit wwkwkk,1
wwkwkk scammer,1
scammer script,1
script kiddie,1
kiddie hasil,1
hasil download,1
ichsan temen,1
temen nye,1
nye halo,1
dek suruh,1
suruh setor,1
setor senior,1
senior kalau,1
kalau mutasi,1
mutasi tidak,1
tidak ngehack,1
ngehack sertifikat,1
sertifikat sawah,1
sawah bapaknye,1
bapaknye duit,1
duit haha,1
osamasaeni buzzer,1
orang lokal,1
lokal disepelein,1
disepelein orang,1
orang asing,1
wna thailand,1
thailand polisi,1
polisi gercep,1
gercep seperti,1
seperti negara,1
negara asal,1
asal kali,1
yaa ehh,1
ehh dipalakin,1
malu bang,1
bang mah,1
gitu bang,1
bang duit,1
bank bri,1
bri narik,1
narik lapor,1
bank saja,1
saja jelas,1
jelas cuman,1
bilang uang,1
uang tarik,1
tarik atm,1
atm bank,1
nirvana kalau,1
kalau jelas,1
jelas oknum,1
oknum dalam,1
dalam bank,1
nirvana bri,1
bri jadi,1
jadi bank,1
bank tanggung,1
tanggung laku,1
laku orang,1
nirvana cek,1
mutasi uang,1
uang kmna,1
nirvana mah,1
mah main,1
main orang,1
orang bri,1
bri nya,1
polisi jahat,1
tapi nyatuin,1
nyatuin pikir,1
pikir bnyak,1
orang butuh,1
butuh pimpin,1
pimpin jga,1
kamu gila,1
gila saja,1
saja nangkep,1
nangkep wapres,1
wapres mustahil,1
mustahil yang,1
yang pecat,1
pecat polri,1
polri haha,1
alvinnc sblum,1
sblum jadi,1
jadi wpres,1
wpres kamu,1
kamu kmn,1
kmn saja,1
saja kann,1
kann ialahh,1
ialahh engga,1
kalau guha,1
guha kamu,1
saja kali,1
gila saya,1
saya engga,1
engga babamanababamana,1
babamanababamana dimanaa,1
ayo ayo,1
the real,1
real bangun,1
bangun singa,1
singa tidur,1
tidur bjorka,1
bjorka diemdiem,1
diemdiem usik,1
usik coba,1
coba polisi,1
tidak ulah,1
ulah data,1
mbg tidak,1
tidak bocor,1
bocor itu,1
aura gaya,1
gaya jabar,1
jabar narasumber,1
narasumber kenal,1
kenal bjorka,1
tidak saja,1
saja bnget,1
bnget gua,1
untuk bjorka,1
bjorka semesta,1
semesta pihak,1
pihak pada,1
pada lebih,1
lebih mngecwekan,1
mngecwekan semesta,1
semesta kamu,1
kamu untuk,1
untuk alat,1
alat orang,1
orang mafia,1
mafia negara,1
yang alat,1
alat kamu,1
kamu msih,1
msih pro,1
pro baik,1
baik prinsip,1
prinsip niat,1
niat kamu,1
kamu tahan,1
tahan lebih,1
lebih legend,1
legend nan,1
polri memang,1
memang rekrut,1
rekrut tim,1
cyber bener,1
bener ahli,1
sama modal,1
tanah ortu,1
ortu polisi,1
polisi sukses,1
sukses tangkap,1
bjorkaa bocorin,1
bocorin anggota,1
yang ngemplang,1
ngemplang pinjol,1
sosok tarik,1
tarik perhati,1
perhati indonesia,1
keren banget,1
ajibb karna,1
karna tidak,1
kelas booss,1
kempu polri,1
polri lulus,1
sekolah ipk,1
ipk msih,1
msih dbawah,1
dbawah mampu,1
mampu independent,1
angkat gua,1
gua murid,1
murid lagi,1
lagi ngadalin,1
ngadalin ngetawain,1
ngetawain pulici,1
pulici besok,1
besok pada,1
pada ganti,1
nama akun,1
biar pulici,1
pulici neng,1
neng nangkep,1
nangkep byk,1
byk bjorka,1
bjorka chuakkss,1
chuakkss cuihh,1
buka biorka,1
biorka jalan,1
jalan pro,1
indonesia saran,1
saran hormat,1
hormat bobol,1
bobol rekening,1
bejat jabat,1
jabat koruptor,1
koruptor hasil,1
uang nya,1
nya transfer,1
transfer rekening,1
rekening rakyat,1
yang miskin,1
polisi jual,1
jual shabu,1
shabu gaya,1
gaya nangkep,1
jadi agustus,1
agustus tokopediagopaylater,1
tokopediagopaylater saya,1
kena bobol,1
bobol tidak,1
tidak klikbait,1
klikbait tidak,1
tidak otp,1
otp tibatiba,1
tibatiba kena,1
kena bajak,1
bajak korban,1
korban aktivitas,1
aktivitas transaksi,1
transaksi bayar,1
bayar pln,1
pln orang,1
orang sampe,1
sampe juta,1
juta lapor,1
polisi proses,1
proses mudah,1
ketangkep lapor,1
lapor ojk,1
ojk kasih,1
kasih slik,1
slik saya,1
saya rakyat,1
rakyat guna,1
guna ojk,1
ojk ditelponin,1
ditelponin debt,1
debt collector,1
instansi abu,1
abu butuh,1
sahabat amerika,1
amerika latin,1
latin yang,1
yang wisata,1
wisata malaysia,1
malaysia pesona,1
pesona indah,1
indah malaysia,1
malaysia sumpah,1
sumpah kelak,1
kelak anak,1
anak cucu,1
cucu main,1
main bola,1
bola timnas,1
timnas malaysia,1
malaysia kisah,1
kisah main,1
main waris,1
bjorka nyender,1
nyender makan,1
makan telor,1
telor gulung,1
gulung ama,1
ama teh,1
teh jumbo,1
jumbo teras,1
teras liat,1
berita silop,1
silop indo,1
anak umur,1
thn kelas,1
kelas jurus,1
jurus pplg,1
pplg salah,1
salah smk,1
smk kenal,1
kenal indonesia,1
indonesia cita,1
cita nya,1
nya jadi,1
jadi ahli,1
ngebayangin bjorka,1
bjorka grup,1
grup grup,1
grup milik,1
milik sistem,1
sistem strata,1
strata anggota,1
anggota isi,1
isi hacker,1
hacker skill,1
skill bagus,1
bagus anggap,1
anggap bjorka,1
asli tangkap,1
tangkap grup,1
grup ditraining,1
ditraining bjorka,1
bjorka narasi,1
narasi salah,1
tangkap panjang,1
berita muncul,1
muncul gua,1
gua sudah,1
sudah nebak,1
nebak rakyat,1
indonesia raya,1
raya paham,1
paham erti,1
erti kerja,1
kerja polri,1
polri wow,1
wow amazingbravo,1
amazingbravo tni,1
yang asd,1
asd autism,1
autism spectrum,1
spectrum disorder,1
disorder banyk,1
banyk mrk,1
mrk tingkat,1
tingkat cerdas,1
cerdas normal,1
normal rata,1
rata tingkat,1
tingkat jenius,1
jenius mrk,1
mrk fokus,1
fokus kosentrasi,1
kosentrasi yang,1
yang daya,1
daya tajam,1
tajam detail,1
detail pola,1
pola mrk,1
mrk sindrom,1
sindrom savant,1
savant kondisi,1
kondisi ketrampiln,1
ketrampiln bidang,1
bidang yang,1
yang kontras,1
kontras batas,1
batas mrk,1
mrk mrk,1
mrk ingat,1
ingat yang,1
yang perhatiakn,1
perhatiakn hnya,1
hnya hacker,1
hacker dari,1
dari mrk,1
mrk dari,1
dari kalang,1
kalang anak,1
autis bnyk,1
bnyk anak,1
autis yang,1
yang hafal,1
hafal quran,1
quran cepat,1
cepat cermat,1
cermat hnya,1
hnya dengar,1
dengar murottal,1
murottal subhanallah,1
info webnya,1
webnya mas,1
mbg bocor,1
bocor saja,1
saja data,1
data anggota,1
polri sja,1
sja bocor,1
kenal tidak,1
tidak wajar,1
wajar saja,1
yap masing,1
masing saja,1
saja skip,1
skip hehehe,1
hehehe yang,1
nyenggol saja,1
tul bjorka,1
bjorka legend,1
thekatzenberg bjorka,1
bjorka simo,1
simo hayha,1
vhiereynald gitu,1
gitu bjorka,1
jadi warga,1
warga nama,1
nama zelda,1
zelda pada,1
pada polisi,1
tau tapi,1
tapi lupa,1
lupa keren,1
keren intel,1
intel sekarang,1
sekarang bingung,1
bingung keren,1
keren tau,1
tau skandal,1
eek yang,1
kuliah bneran,1
bneran tidur,1
tidur hari,1
hari tugas,1
tugas nganggur,1
nganggur kalah,1
kalah tanah,1
tanah sawah,1
jleb banget,1
very funny,1
ladusing gratis,1
gratis kamu,1
juta modal,1
modal halo,1
modal ngutang,1
ngutang bank,1
emng polri,1
polri gbole,1
gbole pinjol,1
arulhuznie naah,1
naah bocorin,1
sebenrnya polri,1
polri krena,1
krena sebgai,1
sebgai institusi,1
institusi negara,1
negara akses,1
kayas tidak,1
tidak wkwkwkw,1
kayas bisa,1
bisa keren,1
keren alat,1
alat didik,1
didik nya,1
nya formal,1
formal pdahal,1
pdahal dunia,1
dunia butuh,1
butuh impofisasi,1
impofisasi hnya,1
hnya orang,1
yang bebas,1
bebas yang,1
yang lam,1
lam dunia,1
dunia scr,1
scr orang,1
orang polri,1
polri masuk,1
masuk keren,1
keren butuh,1
butuh kerja,1
kerja mreka,1
mreka andal,1
andal ijazah,1
orang rata,1
rata tmatan,1
tmatan sama,1
sama trus,1
trus ndi,1
ndi polisi,1
trus kuliah,1
kuliah nembakk,1
nembakk saja,1
saja mna,1
mna bisa,1
miskin jarang,1
jarang yang,1
yang rekening,1
transfer pakai,1
pakai judol,1
bicara ikut,1
ikut paulus,1
paulus tuhan,1
yesus putra,1
putra maria,1
maria tuhan,1
lahir cipta,1
cipta maria,1
maria yesus,1
lahir anak,1
anak lakilaki,1
lakilaki ayah,1
yesus ayah,1
yesus cipta,1
lahir dari,1
dari putra,1
putra istri,1
istri yesus,1
yesus hamba,1
hamba tuhan,1
yesus mati,1
mati kayu,1
kayu salib,1
yesus salib,1
utus kirim,1
kirim tuhan,1
tuhan kirim,1
kirim utus,1
utus yesus,1
yesus doa,1
doa hidup,1
hidup doa,1
yesus sembah,1
sembah tuhan,1
tuhan milik,1
milik mula,1
mula lahir,1
desember yesus,1
yesus abadi,1
abadi lahir,1
desember tuhan,1
duduk duduk,1
tuhan dewa,1
dewa surga,1
tuhan tuhantuhan,1
tuhantuhan duduk,1
duduk tuhan,1
belah tuhan,1
surga duduk,1
duduk kursi,1
kursi katakata,1
katakata paham,1
paham orang,1
orang milik,1
milik hantu,1
hantu kudus,1
kudus tuhan,1
tuhan korban,1
korban tuhan,1
tuhan selamat,1
selamat cipta,1
tuhan bunuh,1
bunuh tuhan,1
manusia tuhan,1
tuhan ayah,1
ayah anak,1
anak cipta,1
cipta abadi,1
abadi tanggal,1
tanggal ulang,1
ulang tahun,1
tahun tulis,1
tulis bantu,1
bantu pikir,1
pikir sungkan,1
sungkan bagi,1
bagi copy,1
copy paste,1
paste gratis,1
gratis circle,1
circle turun,1
turun doktrin,1
doktrin cheers,1
duit sempat,1
sempat tangan,1
tangan gatal,1
superal tulis,1
tulis nulis,1
tidak rekening,1
uang mending,1
mending buka,1
buka lapang,1
kerja untuk,1
untuk rakyat,1
durray narasi,1
mudah bobol,1
bobol sistem,1
sistem bank,1
bejat pinter,1
pinter korupsi,1
korupsi pinter,1
pinter jaga,1
jaga duit,1
koruptor pakai,1
pakai bank,1
bank negeri,1
aazizyu fufufafa,1
fufufafa gede,1
gede donk,1
donk ngaku,1
sangt tuju,1
hacker bisa,1
bisa pro,1
pro penting,1
penting pesan,1
pesan individugolongan,1
individugolongan naif,1
naif cerita,1
cerita hollywood,1
hollywood layar,1
layar bioskop,1
bioskop penting,1
penting just,1
just reminder,1
miskin pake,1
pake nya,1
nya dana,1
dana bukan,1
bukan rekening,1
rekening kwkwk,1
ngapain mending,1
mending jual,1
superal logika,1
logika nya,1
nya iya,1
iya rada,1
rada kocak,1
kocak statement,1
statement surat,1
buka wkwkwkwkwkwk,1
koruptor jarang,1
jarang nyimpen,1
nyimpen uang,1
uang rekening,1
rekening nyimpan,1
nyimpan cash,1
cash kalau,1
koruptor nyimpen,1
nyimpen rekening,1
rekening tahu,1
tahu karna,1
karna mudah,1
mudah lacak,1
roti tidak,1
tidak dapat,1
dapat heker,1
heker manusia,1
manusia hati,1
hati karna,1
karna super,1
super hero,1
hero bantu,1
bantu orang,1
orang manusia,1
hati nurani,1
pake rekening,1
bang uang,1
uang cash,1
cash emas,1
emas dolar,1
winsclipss buru,1
buru bikin,1
bikin bang,1
bang siapatau,1
siapatau tau,1
taruh banker,1
banker tidak,1
berani bank,1
hbis polisi,1
polisi ciduk,1
ciduk rekening,1
yang terima,1
terima tranferan,1
tranferan curiga,1
curiga suruh,1
suruh kembali,1
kembali saja,1
saja ong,1
ong mudah,1
mudah cil,1
mudah gera,1
gera bjorka,1
uang korupsi,1
korupsi tidak,1
tidak simpan,1
simpan bank,1
bank simpan,1
simpan nya,1
kamar simpan,1
simpan kasur,1
kasur apartemen,1
apartemen bank,1
bank tahu,1
tahu uang,1
dukung uud,1
durray kalau,1
kalau baca,1
baca alkitab,1
alkitab orthodox,1
orthodox kitab,1
kitab hidup,1
hidup dari,1
dari jadi,1
jadi wahyu,1
wahyu jangan,1
jangan setengah,1
superal ide,1
ide bagus,1
bank swasta,1
swasta susah,1
susah bobol,1
bobol kalau,1
kalau bobol,1
bobol sanksi,1
males kerja,1
indonesia jual,1
durray bhuahahaha,1
film india,1
india ini,1
ini naska,1
naska nya,1
fungsi ngabisin,1
ngabisin anggar,1
ampun ganti,1
ganti hape,1
bner bang,1
suruh dateng,1
dateng dcnya,1
dcnya tunjukkin,1
tunjukkin bukti,1
bukti lapor,1
kaka kena,1
kena juta,1
juta tokopedia,1
mrnefoslo hape,1
hape tahun,1
seperti bang,1
bang september,1
september kemarin,1
kemarin retas,1
retas orang,1
orang pakai,1
pakai pinjol,1
pinjol gopay,1
gopay spinjam,1
spinjam tidak,1
tidak konfirmasi,1
konfirmasi apa,1
tau sudah,1
sudah cair,1
cair saja,1
kali polres,1
polres surat,1
surat polisi,1
nya lapor,1
lapor aplikasi,1
sop dibalikin,1
dibalikin langsung,1
langsung tidak,1
tidak pinjam,1
pinjam paksa,1
paksa pinjam,1
pinjam bunga,1
bunga yang,1
kocok salah,1
salah ketik,1
ketik kocak,1
tidak nyambung,1
anak pohon,1
pohon cita,1
cita ken,1
ken rumah,1
ana umur,1
umur bln,1
bln bercitacita,1
bercitacita dokter,1
enak spiderman,1
spiderman gelantung,1
gelantung tower,1
anak uda,1
uda cita,1
cita uda,1
uda ingin,1
ingin panen,1
kalau bravo,1
damkar hehe,1
damkar kalau,1
jackmai tni,1
tni itu,1
itu sebenernya,1
sebenernya ajamerakyat,1
ajamerakyat dana,1
dana oprasional,1
oprasional gede,1
gede polricoba,1
polricoba kalu,1
kalu gedeabis,1
gedeabis masyarakat,1
tuju aju,1
aju adik,1
adik autisme,1
autisme adik,1
adik konsinten,1
bjorka bjirr,1
bjirr buka,1
buka bjirka,1
sumpah awal,1
awal polisi,1
polisi blg,1
blg tangkap,1
bjorka langsung,1
langsung comment,1
comment gin,1
gin besok,1
besok bjorka,1
nonggol ngacak,1
ngacak polri,1
polri bener,1
gila moment,1
moment gila,1
gila jackpot,1
liat podcast,1
podcast liat,1
bjorka ktnya,1
ktnya tuju,1
tuju uang,1
uang saya,1
saya bjorka,1
yang butuh,1
khusus terka,1
terka lembut,1
lucu bjorka,1
simpel gin,1
gin targetin,1
targetin oknum,1
oknum pegawai,1
pegawai instansi,1
usaha suka,1
suka karaoke,1
karaoke mabuk,1
mabuk pas,1
pas target,1
target mabuk,1
mabuk colok,1
colok hpnya,1
hpnya cable,1
cable data,1
data hacking,1
hacking done,1
done kelar,1
kelar oknum,1
oknum instansi,1
usaha yang,1
yang pangkat,1
pangkat bayar,1
gede suka,1
suka mabuk,1
mabuk dugem,1
dugem karaoke,1
karaoke mabok,1
mabok celah,1
celah hack,1
hack instansiperusahaan,1
instansiperusahaan dimana,1
menit dasar,1
dasar nya,1
nya metodologi,1
metodologi common,1
sense praktisi,1
praktisi kenal,1
kenal basic,1
basic people,1
people process,1
technology googling,1
googling lengkap,1
lengkap implementasi,1
implementasi system,1
system dimana,1
dimana yang,1
yang pengaruh,1
pengaruh people,1
people canggih,1
canggih apa,1
apa teknologi,1
teknologi ketat,1
ketat apa,1
apa process,1
process nya,1
nya faktor,1
faktor people,1
people nya,1
mumpuni back,1
back basic,1
basic saja,1
saja common,1
sense implementasi,1
implementasi faktor,1
faktor process,1
technology nya,1
kuat imbang,1
indo nangkep,1
nemanin teman,1
teman polres,1
polres lapor,1
tipu teman,1
teman tipu,1
tipu sosmed,1
sosmed beli,1
beli frizer,1
frizer tipu,1
tipu sampe,1
sampe lapor,1
lapor polres,1
polres sudah,1
sudah mas,1
mas diskusi,1
diskusi pulang,1
tolog undang,1
purbo profesor,1
profesor yang,1
yang pny,1
pny cita,1
cita gratis,1
gratis internet,1
internet indonesia,1
indonesia beliau,1
beliau laut,1
laut ilmu,1
ilmu komputer,1
mensubcribe konten,1
youtube mula,1
mula bantu,1
bantu rafi,1
ahmad beli,1
beli mobil,1
mobil rumah,1
rumah mewah,1
mewah bantu,1
bantu anak,1
anak juang,1
juang mimpi,1
mimpi orangtuanya,1
orangtuanya semangat,1
semangat temen,1
temen temen,1
temen youtuber,1
youtuber mula,1
bjorka feri,1
feri irwandi,1
tiba polisi,1
fufufafa judol,1
tidak lawak,1
dari ngakak,1
ngakak pas,1
pas polisi,1
nangkep wkwkwkwkw,1
suka kamu,1
bro yaa,1
yaa rena,1
rena tidak,1
butuh counter,1
counter attack,1
attack yang,1
yang ngena,1
ngena yang,1
ajar pinter,1
pinter adik,1
adik biar,1
tidak polisi,1
minggu hilang,1
tau lapor,1
biorka nyimak,1
nyimak vidio,1
vidio ngopi,1
ngopi senyum,1
senyum ini,1
ini gitu,1
isu pertamina,1
introgator polisi,1
nya reng,1
reng kalau,1
kalau introgator,1
introgator nya,1
nya bagus,1
bagus itu,1
itu kena,1
sushi mudah,1
banyak halu,1
mabok oknum,1
oknum kek,1
kek gituan,1
gituan hpnya,1
parah responnya,1
responnya iming,1
iming cuan,1
cuan biar,1
biar lapor,1
lapor follow,1
luckymangaroet kalau,1
kalau kasih,1
kasih alesan,1
alesan blabla,1
blabla gitu,1
gitu bos,1
bos kantor,1
kantor alami,1
tidak kaget,1
kaget konoha,1
polres konoha,1
konoha selatan,1
selatan barat,1
barat ini,1
duit pake,1
pake detektif,1
detektif swasta,1
swasta bang,1
kali hati,1
hati mas,1
mas sampe,1
sampe terimingi,1
terimingi harga,1
harga murah,1
murah kalau,1
kalau dlu,1
dlu gtu,1
gtu jawab,1
pantes temen,1
saya tipu,1
tipu retas,1
retas tiktok,1
tiktok shopnya,1
shopnya jtan,1
jtan cuman,1
bilang biarin,1
kasih tugas,1
tugas sulit,1
sulit suruh,1
suruh retas,1
retas hecks,1
hecks klau,1
klau kasih,1
kasih keeinganan,1
keeinganan klau,1
klau jadi,1
jadi cyber,1
cyber negara,1
negara klau,1
klau tidak,1
tidak bisagak,1
bisagak mampu,1
mampu teknis,1
teknis bjorka,1
asli klau,1
klau pingin,1
pingin tau,1
bjorka gtu,1
gtu dady,1
ladusin bangga,1
bangga liat,1
nya paman,1
paman cok,1
ngawur wkwkw,1
ferry guru,1
guru hacker,1
hacker sekarang,1
sekarang asah,1
asah saja,1
saja karna,1
karna minat,1
minat nya,1
sudah beda,1
ferry hack,1
hack lumba,1
lumba billing,1
billing warnet,1
reja arap,1
arap itu,1
ngaco bjorka,1
bjorka timothy,1
timothy ronald,1
bjorka guru,1
guru gembul,1
lawak memang,1
wkwwkwk bener,1
banget thumbnail,1
thumbnail nya,1
nya sok,1
sok iye,1
iye nangkap,1
tau komedi,1
iya filling,1
bwawagahaha kasih,1
kasih paham,1
paham bang,1
drpd kau,1
kau tidk,1
tidk lapor,1
lapor kau,1
kau sudh,1
sudh ikhlas,1
ikhlas dng,1
dng hilang,1
motor hehe,1
nanti pas,1
pas smpe,1
smpe kantor,1
suruh ikhlasin,1
ikhlasin seperti,1
mampus syukurin,1
lokasi hilang,1
hilang sepeda,1
sepeda motor,1
motor tanggap,1
tanggap adu,1
adu ongkos,1
ongkos jalan,1
jalan lupa,1
lupa biaya,1
biaya operasional,1
mantan narapidana,1
narapidana sila,1
sila masuk,1
kadang yang,1
polisi paranormal,1
lapor bayar,1
bayar polsek,1
tetangga gua,1
gua kemarin,1
kemarin hilang,1
motor trus,1
trus nanya,1
bang lapor,1
polisi bayar,1
tidak trus,1
trus dalem,1
dalem hati,1
hati gua,1
gua jirr,1
jirr orang,1
hilang harta,1
harta benda,1
benda nya,1
nya bakal,1
bakal takut,1
takut lapor,1
lapor yaa,1
lapor bilang,1
bilang gitu,1
gitu lihat,1
lihat instansi,1
saran normal,1
normal saja,1
suruh bacain,1
bacain puter,1
puter giling,1
orang celaka,1
celaka saja,1
bayar bagaimana,1
bagaimana coba,1
coba surat,1
surat terang,1
terang polisi,1
polisi lembar,1
lembar bayar,1
juta parah,1
parah bener,1
bener ini,1
lahh yang,1
nya ketangkep,1
bawa kantor,1
sudah sampe,1
sampe sana,1
sana polisi,1
polisi ongkos,1
ongkos nyarinya,1
nyarinya jual,1
jual mobil,1
kayas kalau,1
sudah hilang,1
motor tmbah,1
tmbah hilang,1
hilang duit,1
duit motor,1
motor gabalik,1
muhammadfarhanex bap,1
bap doang,1
doang abis,1
abis arsip,1
tetangga hilang,1
kambing lapor,1
india hilang,1
hadeh polisi,1
polisi masalah,1
polisi bantu,1
bantu curanmor,1
curanmor coba,1
coba lapor,1
lapor tau,1
tau ketemu,1
ketemu motor,1
motor kamu,1
kamu habis,1
habis bnyak,1
bnyak lebih,1
lebih harga,1
polisi sibuk,1
sibuk ngurus,1
asli abang,1
abang podcast,1
miraclerna pikir,1
haha ngakak,1
ngakak banget,1
banget video,1
video kalau,1
kalau hoki,1
hoki mah,1
next part,1
part collab,1
collab kasih,1
teguh top,1
ngira bjorka,1
bjorka individu,1
individu kalau,1
kalau gua,1
tidak individu,1
individu kelompok,1
kelompok ato,1
ato semacem,1
semacem komunitas,1
komunitas gitu,1
haha ketawa,1
ketawa saja,1
fakta anak,1
indonesia cerdas,1
cerdas indonesia,1
indonesia susah,1
susah cari,1
gin ded,1
ded mesti,1
mesti ajak,1
ajak ngobrol,1
ngobrol jim,1
teman saya,1
saja mantan,1
mantan hacking,1
hacking ketawa,1
mudah ferguso,1
orang milih,1
milih sadar,1
jadi ajar,1
yang timpa,1
timpa orang,1
tidak ngomongin,1
ngomongin server,1
server ded,1
ded kerja,1
kerja kontrak,1
kontrak salah,1
salah bank,1
bank bumn,1
bumn kasih,1
kasih akses,1
akses data,1
data nasabah,1
nasabah bank,1
bank tsb,1
tsb mudah,1
mudah download,1
download bentuk,1
bentuk batch,1
batch mudah,1
mudah teman,1
teman bis,1
bis ange,1
ange cek,1
cek rekening,1
rekening rafi,1
ahmad jaga,1
jaga data,1
data digital,1
digital sampah,1
sampah banget,1
tangkep itu,1
itu koruptor,1
koruptor termul,1
termul harun,1
mas yakut,1
yakut rakyat,1
indonesia salut,1
salut jempol,1
indonesia reformasi,1
reformasi akar,1
akar akar,1
akar nya,1
tau salah,1
tangkep biarin,1
saja gitu,1
gitu polisi,1
negara kocaakk,1
gua keinget,1
keinget smart,1
smart contract,1
contract yang,1
mamtab orang,1
seperti gin,1
masuk dunia,1
dunia perintah,1
bjorka bjirlah,1
isu lindas,1
lindas ojol,1
bilang statement,1
statement kualitas,1
kualitas tim,1
polisi dlupun,1
dlupun komunitas,1
komunitas sbh,1
sbh yang,1
tangkap bawah,1
bawah lapor,1
lapor fbi,1
fbi polisi,1
lokasi kini,1
kini surabaya,1
kamu ngpain,1
ngpain booss,1
blur tidak,1
tidak sorot,1
sorot orang,1
tau teguh,1
merintislagi haha,1
haha lihat,1
lihat saja,1
individu bang,1
anon kalau,1
kalau turut,1
turut kelompok,1
kelompok sisi,1
sisi saya,1
saya nuduh,1
nuduh individu,1
klw kelompok,1
kelompok sudh,1
sudh dari,1
dari tangkap,1
fakta cerdas,1
cerdas tidak,1
tidak dari,1
cerdas sudah,1
sudah kerja,1
jim ngomongin,1
ngomongin ginian,1
ginian sudah,1
tidak kelas,1
kelas bahas,1
bahas server,1
server maenannya,1
maenannya sudah,1
sudah satelite,1
satelite security,1
halah ngaku,1
ngaku kenal,1
kenal hacker,1
ngaku hacker,1
hacker sudah,1
gua mantan,1
mantan direktur,1
direktur cia,1
cia wawancara,1
wawancara bilang,1
hacker sembunyi,1
sembunyi identitas,1
identitas mati,1
mati kalau,1
sudah kerjasama,1
kerjasama intelijen,1
intelijen mossad,1
mossad cia,1
bener data,1
data kerja,1
kerja badan,1
badan intelejen,1
intelejen nasional,1
nasional dari,1
dari alamat,1
alamat kelurga,1
kelurga dllnya,1
cek nomer,1
nomer rekening,1
rekening saldo,1
saldo cek,1
saya sore,1
sore ditelfon,1
ditelfon cwek,1
cwek tipu,1
tipu tau,1
saya anjirr,1
anjirr atm,1
atm saya,1
santuy saja,1
saja bro,1
lagi ngebakso,1
ajar tembak,1
tembak polisi,1
trus fitnah,1
