username,comment,time,tokens,cleaned_tokens,filtered_tokens
@christytolissautboydenpard2794,nah itu dia pelaku pencipta lapangan kerja malah di persulit ya? pdhl dampak mengurangi kemiskinan negara ini sangt berpengaruh dan ini malah di persulit ya gmna ormas2 lainnya juga bs ikutan minta jatah y?? yg kita anggap pelindung rakyat ini aja ikut malak.. harusny 1 kantor itu di pecat aja smuanya dan di miskin kan bahkan klo perlu hukum mati 1 kantor biar ad efek jera  dan g brni lgi bermain dgn hukum...dijamin negara ni maju kayk china.,2 hari yang lalu,"['nah', 'itu', 'dia', 'pelaku', 'pencipta', 'lapangan', 'kerja', 'malah', 'di', 'persulit', 'ya', '?', 'pdhl', 'dampak', 'mengurangi', 'kemiskinan', 'negara', 'ini', 'sangt', 'berpengaruh', 'dan', 'ini', 'malah', 'di', 'persulit', 'ya', 'gmna', 'ormas2', 'lainnya', 'juga', 'bs', 'ikutan', 'minta', 'jatah', 'y', '?', '?', 'yg', 'kita', 'anggap', 'pelindung', 'rakyat', 'ini', 'aja', 'ikut', 'malak', '..', 'harusny', '1', 'kantor', 'itu', 'di', 'pecat', 'aja', 'smuanya', 'dan', 'di', 'miskin', 'kan', 'bahkan', 'klo', 'perlu', 'hukum', 'mati', '1', 'kantor', 'biar', 'ad', 'efek', 'jera', 'dan', 'g', 'brni', 'lgi', 'bermain', 'dgn', 'hukum', '...', 'dijamin', 'negara', 'ni', 'maju', 'kayk', 'china', '.']","['nah', 'itu', 'dia', 'pelaku', 'pencipta', 'lapangan', 'kerja', 'malah', 'di', 'persulit', 'ya', 'pdhl', 'dampak', 'mengurangi', 'kemiskinan', 'negara', 'ini', 'sangt', 'berpengaruh', 'dan', 'ini', 'malah', 'di', 'persulit', 'ya', 'gmna', 'ormas2', 'lainnya', 'juga', 'bs', 'ikutan', 'minta', 'jatah', 'y', 'yg', 'kita', 'anggap', 'pelindung', 'rakyat', 'ini', 'aja', 'ikut', 'malak', 'harusny', '1', 'kantor', 'itu', 'di', 'pecat', 'aja', 'smuanya', 'dan', 'di', 'miskin', 'kan', 'bahkan', 'klo', 'perlu', 'hukum', 'mati', '1', 'kantor', 'biar', 'ad', 'efek', 'jera', 'dan', 'g', 'brni', 'lgi', 'bermain', 'dgn', 'hukum', 'dijamin', 'negara', 'ni', 'maju', 'kayk', 'china']","['pelaku', 'pencipta', 'lapangan', 'kerja', 'persulit', 'pdhl', 'dampak', 'mengurangi', 'kemiskinan', 'negara', 'sangt', 'berpengaruh', 'persulit', 'gmna', 'ormas2', 'bs', 'ikutan', 'jatah', 'y', 'yg', 'anggap', 'pelindung', 'rakyat', 'aja', 'malak', 'harusny', '1', 'kantor', 'pecat', 'aja', 'smuanya', 'miskin', 'klo', 'hukum', 'mati', '1', 'kantor', 'biar', 'ad', 'efek', 'jera', 'g', 'brni', 'lgi', 'bermain', 'dgn', 'hukum', 'dijamin', 'negara', 'ni', 'maju', 'kayk', 'china']"
@azwarmudhori7903,"bener banget..
saya juga pernah ngalamin lagi lari pagi tiba tiba ada mobil polisi mberhentiin..
apa sy punya salah..
eeee tidak taunya cuma suruh motoin doang...",2 hari yang lalu,"['bener', 'banget', '..', 'saya', 'juga', 'pernah', 'ngalamin', 'lagi', 'lari', 'pagi', 'tiba', 'tiba', 'ada', 'mobil', 'polisi', 'mberhentiin', '..', 'apa', 'sy', 'punya', 'salah', '..', 'eeee', 'tidak', 'taunya', 'cuma', 'suruh', 'motoin', 'doang', '...']","['bener', 'banget', 'saya', 'juga', 'pernah', 'ngalamin', 'lagi', 'lari', 'pagi', 'tiba', 'tiba', 'ada', 'mobil', 'polisi', 'mberhentiin', 'apa', 'sy', 'punya', 'salah', 'eeee', 'tidak', 'taunya', 'cuma', 'suruh', 'motoin', 'doang']","['bener', 'banget', 'ngalamin', 'lari', 'pagi', 'mobil', 'polisi', 'mberhentiin', 'sy', 'salah', 'eeee', 'taunya', 'suruh', 'motoin', 'doang']"
@zeanrea5287,"bener sih, padahal harusnya patroli rutin, jadi mencegah kejahatan, lha ini mencegah kagak, kalo warga nangkep malingnya malah dibebasin",2 hari yang lalu,"['bener', 'sih', ',', 'padahal', 'harusnya', 'patroli', 'rutin', ',', 'jadi', 'mencegah', 'kejahatan', ',', 'lha', 'ini', 'mencegah', 'kagak', ',', 'kalo', 'warga', 'nangkep', 'malingnya', 'malah', 'dibebasin']","['bener', 'sih', 'padahal', 'harusnya', 'patroli', 'rutin', 'jadi', 'mencegah', 'kejahatan', 'lha', 'ini', 'mencegah', 'kagak', 'kalo', 'warga', 'nangkep', 'malingnya', 'malah', 'dibebasin']","['bener', 'sih', 'patroli', 'rutin', 'mencegah', 'kejahatan', 'lha', 'mencegah', 'kagak', 'kalo', 'warga', 'nangkep', 'malingnya', 'dibebasin']"
@l.334-e9l,jangankan bjorka yg level dewa bandar judol yg di depan mata aja gak mampu mereka tangkap 😂😂,2 hari yang lalu,"['jangankan', 'bjorka', 'yg', 'level', 'dewa', 'bandar', 'judol', 'yg', 'di', 'depan', 'mata', 'aja', 'gak', 'mampu', 'mereka', 'tangkap', '😂😂']","['jangankan', 'bjorka', 'yg', 'level', 'dewa', 'bandar', 'judol', 'yg', 'di', 'depan', 'mata', 'aja', 'gak', 'mampu', 'mereka', 'tangkap']","['bjorka', 'yg', 'level', 'dewa', 'bandar', 'judol', 'yg', 'mata', 'aja', 'gak', 'tangkap']"
@setyaalfitrah8659,"betul, saya juga sering liat, polisi poto2 doang. perutnya buncit2 pula. 🤐",2 hari yang lalu,"['betul', ',', 'saya', 'juga', 'sering', 'liat', ',', 'polisi', 'poto2', 'doang', '.', 'perutnya', 'buncit2', 'pula', '.', '🤐']","['betul', 'saya', 'juga', 'sering', 'liat', 'polisi', 'poto2', 'doang', 'perutnya', 'buncit2', 'pula']","['liat', 'polisi', 'poto2', 'doang', 'perutnya', 'buncit2']"
@ferrultrasncfc,oalah wkwkwk,2 hari yang lalu,"['oalah', 'wkwkwk']","['oalah', 'wkwkwk']","['oalah', 'wkwkwk']"
@alfiqranian7933,kelas,2 hari yang lalu,['kelas'],['kelas'],['kelas']
@thedjonoasli,"faktaa !! pernah dulu alm kakak punya bayi, depan rumah persis ada warung soto pake live musik & ganggu banget, volume keras pol, yang nyanyi mabok,, yang punya udah ditegur gak ngaruh, lapor pak rt, rtnya kakak yang punya warung lapor ke babinsa suruh ke kantor (polsek) sampe polsek polisi bilang terang2an : punya duit berapa mas buat ngurusin urusan begituan ??! kan anjeng ?!!!",2 hari yang lalu,"['faktaa', '!', '!', 'pernah', 'dulu', 'alm', 'kakak', 'punya', 'bayi', ',', 'depan', 'rumah', 'persis', 'ada', 'warung', 'soto', 'pake', 'live', 'musik', '&', 'ganggu', 'banget', ',', 'volume', 'keras', 'pol', ',', 'yang', 'nyanyi', 'mabok', ',', ',', 'yang', 'punya', 'udah', 'ditegur', 'gak', 'ngaruh', ',', 'lapor', 'pak', 'rt', ',', 'rtnya', 'kakak', 'yang', 'punya', 'warung', 'lapor', 'ke', 'babinsa', 'suruh', 'ke', 'kantor', '(', 'polsek', ')', 'sampe', 'polsek', 'polisi', 'bilang', 'terang2an', ':', 'punya', 'duit', 'berapa', 'mas', 'buat', 'ngurusin', 'urusan', 'begituan', '?', '?', '!', 'kan', 'anjeng', '?', '!', '!', '!']","['faktaa', 'pernah', 'dulu', 'alm', 'kakak', 'punya', 'bayi', 'depan', 'rumah', 'persis', 'ada', 'warung', 'soto', 'pake', 'live', 'musik', 'ganggu', 'banget', 'volume', 'keras', 'pol', 'yang', 'nyanyi', 'mabok', 'yang', 'punya', 'udah', 'ditegur', 'gak', 'ngaruh', 'lapor', 'pak', 'rt', 'rtnya', 'kakak', 'yang', 'punya', 'warung', 'lapor', 'ke', 'babinsa', 'suruh', 'ke', 'kantor', 'polsek', 'sampe', 'polsek', 'polisi', 'bilang', 'terang2an', 'punya', 'duit', 'berapa', 'mas', 'buat', 'ngurusin', 'urusan', 'begituan', 'kan', 'anjeng']","['faktaa', 'alm', 'kakak', 'bayi', 'rumah', 'persis', 'warung', 'soto', 'pake', 'live', 'musik', 'ganggu', 'banget', 'volume', 'keras', 'pol', 'nyanyi', 'mabok', 'udah', 'ditegur', 'gak', 'ngaruh', 'lapor', 'rt', 'rtnya', 'kakak', 'warung', 'lapor', 'babinsa', 'suruh', 'kantor', 'polsek', 'sampe', 'polsek', 'polisi', 'bilang', 'terang2an', 'duit', 'mas', 'ngurusin', 'urusan', 'begituan', 'anjeng']"
@suryantoyanto1986,betul banget ...polri raport nya metah bingit,2 hari yang lalu,"['betul', 'banget', '...', 'polri', 'raport', 'nya', 'metah', 'bingit']","['betul', 'banget', 'polri', 'raport', 'nya', 'metah', 'bingit']","['banget', 'polri', 'raport', 'nya', 'metah', 'bingit']"
@renddiraya4464,yah cerminan mayoritas rakyat indonesia lah wkwkwkkw,2 hari yang lalu,"['yah', 'cerminan', 'mayoritas', 'rakyat', 'indonesia', 'lah', 'wkwkwkkw']","['yah', 'cerminan', 'mayoritas', 'rakyat', 'indonesia', 'lah', 'wkwkwkkw']","['yah', 'cerminan', 'mayoritas', 'rakyat', 'indonesia', 'wkwkwkkw']"
@ferdikuncoro0484,pelan pelan bang😂,2 hari yang lalu,"['pelan', 'pelan', 'bang😂']","['pelan', 'pelan', 'bang']","['pelan', 'pelan', 'bang']"
@anggaaditya4164,posisi gonjang ganjing,2 hari yang lalu,"['posisi', 'gonjang', 'ganjing']","['posisi', 'gonjang', 'ganjing']","['posisi', 'gonjang', 'ganjing']"
@dinogamingchannel,"lagian, masa' oknum satu indonesia kan bg? hahahaha",2 hari yang lalu,"['lagian', ',', 'masa', ""'"", 'oknum', 'satu', 'indonesia', 'kan', 'bg', '?', 'hahahaha']","['lagian', 'masa', 'oknum', 'satu', 'indonesia', 'kan', 'bg', 'hahahaha']","['oknum', 'indonesia', 'bg', 'hahahaha']"
@darma_di,"katanya pengaman masyarakat,, kerjanya aja cuman 8jam 2jam di lapangan pagi doank.. itupun gk 7x24jam.. paling 2x dlm seminggu. parah bed.",2 hari yang lalu,"['katanya', 'pengaman', 'masyarakat', ',', ',', 'kerjanya', 'aja', 'cuman', '8jam', '2jam', 'di', 'lapangan', 'pagi', 'doank', '..', 'itupun', 'gk', '7x24jam', '..', 'paling', '2x', 'dlm', 'seminggu', '.', 'parah', 'bed', '.']","['katanya', 'pengaman', 'masyarakat', 'kerjanya', 'aja', 'cuman', '8jam', '2jam', 'di', 'lapangan', 'pagi', 'doank', 'itupun', 'gk', '7x24jam', 'paling', '2x', 'dlm', 'seminggu', 'parah', 'bed']","['pengaman', 'masyarakat', 'kerjanya', 'aja', 'cuman', '8jam', '2jam', 'lapangan', 'pagi', 'doank', 'itupun', 'gk', '7x24jam', '2x', 'dlm', 'seminggu', 'parah', 'bed']"
@miyaditara,polisi gitu semua ga ada kata oknum,2 hari yang lalu,"['polisi', 'gitu', 'semua', 'ga', 'ada', 'kata', 'oknum']","['polisi', 'gitu', 'semua', 'ga', 'ada', 'kata', 'oknum']","['polisi', 'gitu', 'ga', 'oknum']"
@saturdaynightboys,ko bener sihb😂😂😂,2 hari yang lalu,"['ko', 'bener', 'sihb😂😂😂']","['ko', 'bener', 'sihb']","['ko', 'bener', 'sihb']"
@mikhasuryaatmaja,tepat !!!,2 hari yang lalu,"['tepat', '!', '!', '!']",['tepat'],[]
@donworry539,"betul banget, pada makan gaji buta doang kerjanya 😏",2 hari yang lalu,"['betul', 'banget', ',', 'pada', 'makan', 'gaji', 'buta', 'doang', 'kerjanya', '😏']","['betul', 'banget', 'pada', 'makan', 'gaji', 'buta', 'doang', 'kerjanya']","['banget', 'makan', 'gaji', 'buta', 'doang', 'kerjanya']"
@triaditya4694,giliran g pke helm pas ditikungan udah ada bae yg nyegat buat nilang😂,2 hari yang lalu,"['giliran', 'g', 'pke', 'helm', 'pas', 'ditikungan', 'udah', 'ada', 'bae', 'yg', 'nyegat', 'buat', 'nilang😂']","['giliran', 'g', 'pke', 'helm', 'pas', 'ditikungan', 'udah', 'ada', 'bae', 'yg', 'nyegat', 'buat', 'nilang']","['giliran', 'g', 'pke', 'helm', 'pas', 'ditikungan', 'udah', 'bae', 'yg', 'nyegat', 'nilang']"
@lizenpetualang4181,lah iya kok betul....hedeh hedeh,2 hari yang lalu,"['lah', 'iya', 'kok', 'betul', '....', 'hedeh', 'hedeh']","['lah', 'iya', 'kok', 'betul', 'hedeh', 'hedeh']","['iya', 'hedeh', 'hedeh']"
@naufalkurniawan5578,dihujani terangnya fakta😅,2 hari yang lalu,"['dihujani', 'terangnya', 'fakta😅']","['dihujani', 'terangnya', 'fakta']","['dihujani', 'terangnya', 'fakta']"
@erwan4359,"saya juga pernah ditilang dan dimintain uang sebesar 250k. yg lebih hebatnya lgi pungli tersebut dilakukan secara besar-besaran dan ramai yg dilakukan didalam kantor polresta pangkal pinang bangka belitung. ingat di dalam kantor loh bukan diluar dan korbannya pun 20-30 org mungkin lebih, hitung aja tuh 250×30 org. polisi yg terlibat jg bnyak 10 org lebih mungkin. jdi itu bukan oknum lagi tpi emg polisi. saya sebut lagi tempat nya yaitu polresta pangkal pinang provinsi kepulauan bangka belitung.",2 hari yang lalu (diedit),"['saya', 'juga', 'pernah', 'ditilang', 'dan', 'dimintain', 'uang', 'sebesar', '250k', '.', 'yg', 'lebih', 'hebatnya', 'lgi', 'pungli', 'tersebut', 'dilakukan', 'secara', 'besar-besaran', 'dan', 'ramai', 'yg', 'dilakukan', 'didalam', 'kantor', 'polresta', 'pangkal', 'pinang', 'bangka', 'belitung', '.', 'ingat', 'di', 'dalam', 'kantor', 'loh', 'bukan', 'diluar', 'dan', 'korbannya', 'pun', '20-30', 'org', 'mungkin', 'lebih', ',', 'hitung', 'aja', 'tuh', '250×30', 'org', '.', 'polisi', 'yg', 'terlibat', 'jg', 'bnyak', '10', 'org', 'lebih', 'mungkin', '.', 'jdi', 'itu', 'bukan', 'oknum', 'lagi', 'tpi', 'emg', 'polisi', '.', 'saya', 'sebut', 'lagi', 'tempat', 'nya', 'yaitu', 'polresta', 'pangkal', 'pinang', 'provinsi', 'kepulauan', 'bangka', 'belitung', '.']","['saya', 'juga', 'pernah', 'ditilang', 'dan', 'dimintain', 'uang', 'sebesar', '250k', 'yg', 'lebih', 'hebatnya', 'lgi', 'pungli', 'tersebut', 'dilakukan', 'secara', 'besarbesaran', 'dan', 'ramai', 'yg', 'dilakukan', 'didalam', 'kantor', 'polresta', 'pangkal', 'pinang', 'bangka', 'belitung', 'ingat', 'di', 'dalam', 'kantor', 'loh', 'bukan', 'diluar', 'dan', 'korbannya', 'pun', '2030', 'org', 'mungkin', 'lebih', 'hitung', 'aja', 'tuh', '25030', 'org', 'polisi', 'yg', 'terlibat', 'jg', 'bnyak', '10', 'org', 'lebih', 'mungkin', 'jdi', 'itu', 'bukan', 'oknum', 'lagi', 'tpi', 'emg', 'polisi', 'saya', 'sebut', 'lagi', 'tempat', 'nya', 'yaitu', 'polresta', 'pangkal', 'pinang', 'provinsi', 'kepulauan', 'bangka', 'belitung']","['ditilang', 'dimintain', 'uang', '250k', 'yg', 'hebatnya', 'lgi', 'pungli', 'besarbesaran', 'ramai', 'yg', 'didalam', 'kantor', 'polresta', 'pangkal', 'pinang', 'bangka', 'belitung', 'kantor', 'loh', 'diluar', 'korbannya', '2030', 'org', 'hitung', 'aja', 'tuh', '25030', 'org', 'polisi', 'yg', 'terlibat', 'jg', 'bnyak', '10', 'org', 'jdi', 'oknum', 'tpi', 'emg', 'polisi', 'nya', 'polresta', 'pangkal', 'pinang', 'provinsi', 'kepulauan', 'bangka', 'belitung']"
@ojicastrol,fakta,2 hari yang lalu,['fakta'],['fakta'],['fakta']
@danangfebrianto1519,terlalu bersinar ini,2 hari yang lalu,"['terlalu', 'bersinar', 'ini']","['terlalu', 'bersinar', 'ini']",['bersinar']
@erlanggasamudra3538,"bang pelan pelan, jangan kasih fakta seterang ini 😅",2 hari yang lalu,"['bang', 'pelan', 'pelan', ',', 'jangan', 'kasih', 'fakta', 'seterang', 'ini', '😅']","['bang', 'pelan', 'pelan', 'jangan', 'kasih', 'fakta', 'seterang', 'ini']","['bang', 'pelan', 'pelan', 'kasih', 'fakta', 'seterang']"
@rizkipebriansyah2157,jujur amat😅,2 hari yang lalu,"['jujur', 'amat😅']","['jujur', 'amat']",['jujur']
@aldisetiawan9205,rill tsunami fakta gak terbendung😂,2 hari yang lalu,"['rill', 'tsunami', 'fakta', 'gak', 'terbendung😂']","['rill', 'tsunami', 'fakta', 'gak', 'terbendung']","['rill', 'tsunami', 'fakta', 'gak', 'terbendung']"
@suartamayasa-c4p,😢,2 hari yang lalu,['😢'],[],[]
@rezkyramdhan-r3b,"polisi nyrik heker mana bisa, kalau jadi tukang intimidasi sama bekingan perusahaan baru top 1 dunia",2 hari yang lalu,"['polisi', 'nyrik', 'heker', 'mana', 'bisa', ',', 'kalau', 'jadi', 'tukang', 'intimidasi', 'sama', 'bekingan', 'perusahaan', 'baru', 'top', '1', 'dunia']","['polisi', 'nyrik', 'heker', 'mana', 'bisa', 'kalau', 'jadi', 'tukang', 'intimidasi', 'sama', 'bekingan', 'perusahaan', 'baru', 'top', '1', 'dunia']","['polisi', 'nyrik', 'heker', 'tukang', 'intimidasi', 'bekingan', 'perusahaan', 'top', '1', 'dunia']"
@ammarzone-tv,"lah iya bener 😂😂😂, awas bang takutnya ada tukang nasi goreng lewat depan rumah bawa beceng 😂😂",2 hari yang lalu,"['lah', 'iya', 'bener', '😂😂😂', ',', 'awas', 'bang', 'takutnya', 'ada', 'tukang', 'nasi', 'goreng', 'lewat', 'depan', 'rumah', 'bawa', 'beceng', '😂😂']","['lah', 'iya', 'bener', 'awas', 'bang', 'takutnya', 'ada', 'tukang', 'nasi', 'goreng', 'lewat', 'depan', 'rumah', 'bawa', 'beceng']","['iya', 'bener', 'awas', 'bang', 'takutnya', 'tukang', 'nasi', 'goreng', 'rumah', 'bawa', 'beceng']"
@yanferisitorus1776,"priiittt, tunjukkan sim dan stnk.
kesalahan bapak terlalu banyak fakta 😂",2 hari yang lalu,"['priiittt', ',', 'tunjukkan', 'sim', 'dan', 'stnk', '.', 'kesalahan', 'bapak', 'terlalu', 'banyak', 'fakta', '😂']","['priiittt', 'tunjukkan', 'sim', 'dan', 'stnk', 'kesalahan', 'bapak', 'terlalu', 'banyak', 'fakta']","['priiittt', 'tunjukkan', 'sim', 'stnk', 'kesalahan', 'fakta']"
@eyesflowersrelaxing150,"betul saya ada kehilangan 2 kali kendaran kaga ada tindak lanjut bertahun-tahun, ujung"" ikhlas males lapor percuma",2 hari yang lalu,"['betul', 'saya', 'ada', 'kehilangan', '2', 'kali', 'kendaran', 'kaga', 'ada', 'tindak', 'lanjut', 'bertahun-tahun', ',', 'ujung', ""''"", 'ikhlas', 'males', 'lapor', 'percuma']","['betul', 'saya', 'ada', 'kehilangan', '2', 'kali', 'kendaran', 'kaga', 'ada', 'tindak', 'lanjut', 'bertahuntahun', 'ujung', 'ikhlas', 'males', 'lapor', 'percuma']","['kehilangan', '2', 'kali', 'kendaran', 'kaga', 'tindak', 'bertahuntahun', 'ujung', 'ikhlas', 'males', 'lapor']"
@emensantoso2869,terlalu silau bang,2 hari yang lalu,"['terlalu', 'silau', 'bang']","['terlalu', 'silau', 'bang']","['silau', 'bang']"
@putrahambalang,asumsi dan cerita orang😂😂,2 hari yang lalu,"['asumsi', 'dan', 'cerita', 'orang😂😂']","['asumsi', 'dan', 'cerita', 'orang']","['asumsi', 'cerita', 'orang']"
@irossalya2358,lahhhh kenapa sama dengan daerah ku 😂,2 hari yang lalu,"['lahhhh', 'kenapa', 'sama', 'dengan', 'daerah', 'ku', '😂']","['lahhhh', 'kenapa', 'sama', 'dengan', 'daerah', 'ku']","['lahhhh', 'daerah', 'ku']"
@davinadebykalimazahwa,yg di tangkep orang yg merugikan bandar judol,2 hari yang lalu,"['yg', 'di', 'tangkep', 'orang', 'yg', 'merugikan', 'bandar', 'judol']","['yg', 'di', 'tangkep', 'orang', 'yg', 'merugikan', 'bandar', 'judol']","['yg', 'tangkep', 'orang', 'yg', 'merugikan', 'bandar', 'judol']"
@anasumanah5158,"kehilangan apa dulu bu ? saya di hong kong kehilangan dopet uang ,hp ,ktp hong kong ,atm hk. lapor polisi hong kong cuma di kasih kertas laporan bawah saya kehilangan ktp dan atm.  dan saya bikin baru ktp dan atm. dan polisi tidak mungkin mencari tas saya yg hilang . tinggal apa yg hilang bu .bodoh sekali km",2 hari yang lalu,"['kehilangan', 'apa', 'dulu', 'bu', '?', 'saya', 'di', 'hong', 'kong', 'kehilangan', 'dopet', 'uang', ',', 'hp', ',', 'ktp', 'hong', 'kong', ',', 'atm', 'hk', '.', 'lapor', 'polisi', 'hong', 'kong', 'cuma', 'di', 'kasih', 'kertas', 'laporan', 'bawah', 'saya', 'kehilangan', 'ktp', 'dan', 'atm', '.', 'dan', 'saya', 'bikin', 'baru', 'ktp', 'dan', 'atm', '.', 'dan', 'polisi', 'tidak', 'mungkin', 'mencari', 'tas', 'saya', 'yg', 'hilang', '.', 'tinggal', 'apa', 'yg', 'hilang', 'bu', '.bodoh', 'sekali', 'km']","['kehilangan', 'apa', 'dulu', 'bu', 'saya', 'di', 'hong', 'kong', 'kehilangan', 'dopet', 'uang', 'hp', 'ktp', 'hong', 'kong', 'atm', 'hk', 'lapor', 'polisi', 'hong', 'kong', 'cuma', 'di', 'kasih', 'kertas', 'laporan', 'bawah', 'saya', 'kehilangan', 'ktp', 'dan', 'atm', 'dan', 'saya', 'bikin', 'baru', 'ktp', 'dan', 'atm', 'dan', 'polisi', 'tidak', 'mungkin', 'mencari', 'tas', 'saya', 'yg', 'hilang', 'tinggal', 'apa', 'yg', 'hilang', 'bu', 'bodoh', 'sekali', 'km']","['kehilangan', 'bu', 'hong', 'kong', 'kehilangan', 'dopet', 'uang', 'hp', 'ktp', 'hong', 'kong', 'atm', 'hk', 'lapor', 'polisi', 'hong', 'kong', 'kasih', 'kertas', 'laporan', 'kehilangan', 'ktp', 'atm', 'bikin', 'ktp', 'atm', 'polisi', 'mencari', 'tas', 'yg', 'hilang', 'tinggal', 'yg', 'hilang', 'bu', 'bodoh', 'km']"
@andrekemang,fakta bgt,2 hari yang lalu,"['fakta', 'bgt']","['fakta', 'bgt']","['fakta', 'bgt']"
@joelfarhan,namanya terlalu robot nih🤣,2 hari yang lalu,"['namanya', 'terlalu', 'robot', 'nih🤣']","['namanya', 'terlalu', 'robot', 'nih']","['namanya', 'robot', 'nih']"
@prauhahuha,"awok"" wadidaw.....😂😂😂",2 hari yang lalu,"['awok', ""''"", 'wadidaw', '.....', '😂😂😂']","['awok', 'wadidaw']","['awok', 'wadidaw']"
@ismailmarzuki6417,udah jadi rahasia umum dan ga akan pernah berubah,2 hari yang lalu,"['udah', 'jadi', 'rahasia', 'umum', 'dan', 'ga', 'akan', 'pernah', 'berubah']","['udah', 'jadi', 'rahasia', 'umum', 'dan', 'ga', 'akan', 'pernah', 'berubah']","['udah', 'rahasia', 'ga', 'berubah']"
@ikgodanins2nd962,eitssss😂,2 hari yang lalu,['eitssss😂'],['eitssss'],['eitssss']
@justme-hanna,saya lapor polisi adik saya hilang sampai 3 thn sekarang dan fakta nya polisinya minta uang biar bisa nyari  !!!!!!!!!!!!!,2 hari yang lalu,"['saya', 'lapor', 'polisi', 'adik', 'saya', 'hilang', 'sampai', '3', 'thn', 'sekarang', 'dan', 'fakta', 'nya', 'polisinya', 'minta', 'uang', 'biar', 'bisa', 'nyari', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!']","['saya', 'lapor', 'polisi', 'adik', 'saya', 'hilang', 'sampai', '3', 'thn', 'sekarang', 'dan', 'fakta', 'nya', 'polisinya', 'minta', 'uang', 'biar', 'bisa', 'nyari']","['lapor', 'polisi', 'adik', 'hilang', '3', 'thn', 'fakta', 'nya', 'polisinya', 'uang', 'biar', 'nyari']"
@rezarenaldy-ku5wg,🔥🔥🔥🔥,2 hari yang lalu,['🔥🔥🔥🔥'],[],[]
@edobaceng,"kok sama 😅 bikin surat kehilangan motor aja di suruh bayar 2,5jt dalam sebulan di puter2 terus baru jadi. kalo mau di tindak lanjuti di minta separo dari harga motor",2 hari yang lalu,"['kok', 'sama', '😅', 'bikin', 'surat', 'kehilangan', 'motor', 'aja', 'di', 'suruh', 'bayar', '2,5jt', 'dalam', 'sebulan', 'di', 'puter2', 'terus', 'baru', 'jadi', '.', 'kalo', 'mau', 'di', 'tindak', 'lanjuti', 'di', 'minta', 'separo', 'dari', 'harga', 'motor']","['kok', 'sama', 'bikin', 'surat', 'kehilangan', 'motor', 'aja', 'di', 'suruh', 'bayar', '25jt', 'dalam', 'sebulan', 'di', 'puter2', 'terus', 'baru', 'jadi', 'kalo', 'mau', 'di', 'tindak', 'lanjuti', 'di', 'minta', 'separo', 'dari', 'harga', 'motor']","['bikin', 'surat', 'kehilangan', 'motor', 'aja', 'suruh', 'bayar', '25jt', 'sebulan', 'puter2', 'kalo', 'tindak', 'lanjuti', 'separo', 'harga', 'motor']"
@roisulharis-pc9wz,real!,2 hari yang lalu,"['real', '!']",['real'],['real']
@kecebongsakti2337,"gw nangkap maling,lapor polisi,2 jam baru datang,setelah datang di suruh lepasin maling nya,isilop malah minta sama maling 5jt biar di lepas,udh hancur negri ini",2 hari yang lalu,"['gw', 'nangkap', 'maling', ',', 'lapor', 'polisi,2', 'jam', 'baru', 'datang', ',', 'setelah', 'datang', 'di', 'suruh', 'lepasin', 'maling', 'nya', ',', 'isilop', 'malah', 'minta', 'sama', 'maling', '5jt', 'biar', 'di', 'lepas', ',', 'udh', 'hancur', 'negri', 'ini']","['gw', 'nangkap', 'maling', 'lapor', 'polisi2', 'jam', 'baru', 'datang', 'setelah', 'datang', 'di', 'suruh', 'lepasin', 'maling', 'nya', 'isilop', 'malah', 'minta', 'sama', 'maling', '5jt', 'biar', 'di', 'lepas', 'udh', 'hancur', 'negri', 'ini']","['gw', 'nangkap', 'maling', 'lapor', 'polisi2', 'jam', 'suruh', 'lepasin', 'maling', 'nya', 'isilop', 'maling', '5jt', 'biar', 'lepas', 'udh', 'hancur', 'negri']"
@renapurwanti5911,baru juga seminggu gw liat polisi pas pagi d poto.doang perepatan lngsung pulanh lagi dia wkwk,2 hari yang lalu,"['baru', 'juga', 'seminggu', 'gw', 'liat', 'polisi', 'pas', 'pagi', 'd', 'poto.doang', 'perepatan', 'lngsung', 'pulanh', 'lagi', 'dia', 'wkwk']","['baru', 'juga', 'seminggu', 'gw', 'liat', 'polisi', 'pas', 'pagi', 'd', 'potodoang', 'perepatan', 'lngsung', 'pulanh', 'lagi', 'dia', 'wkwk']","['seminggu', 'gw', 'liat', 'polisi', 'pas', 'pagi', 'd', 'potodoang', 'perepatan', 'lngsung', 'pulanh', 'wkwk']"
@horegprigen2503,fakta,2 hari yang lalu,['fakta'],['fakta'],['fakta']
@anrgaming8837,emang sudah bener reformasi polisi,2 hari yang lalu,"['emang', 'sudah', 'bener', 'reformasi', 'polisi']","['emang', 'sudah', 'bener', 'reformasi', 'polisi']","['emang', 'bener', 'reformasi', 'polisi']"
